city,year,weathercode,temperature_2m_max,temperature_2m_min,temperature_2m_mean,precipitation_sum,rain_sum,snowfall_sum,precipitation_hours,windspeed_10m_max,windgusts_10m_max
Live Oak,2014,3,63.32087912087913,54.97362637362638,58.83846153846154,627.2,627.2,0.0,702.0,11.39532967032967,17.689835164835163
Live Oak,2015,1,63.239010989010985,54.95714285714286,58.75796703296704,320.50000000000006,320.50000000000006,0.0,344.0,11.498626373626374,17.44478021978022
Live Oak,2016,3,61.73013698630137,53.9268493150685,57.50219178082192,843.3,843.3,0.0,822.0,11.959452054794523,17.986301369863014
Live Oak,2017,1,62.4315934065934,53.94450549450549,57.7826923076923,1010.8,1010.8,0.0,856.0,12.46510989010989,18.711263736263735
Live Oak,2018,3,61.99340659340659,53.61483516483516,57.36895604395604,536.8,536.8,0.0,621.0,12.060164835164837,17.6793956043956
Livermore,2014,1,74.26868131868133,52.205219780219785,62.1717032967033,417.6,417.6,0.0,548.0,7.868956043956045,20.999725274725275
Livermore,2015,1,72.42197802197802,51.154120879120875,60.87472527472528,252.8,252.8,0.0,342.0,7.849725274725275,20.071978021978023
Livermore,2016,1,71.27205479452056,50.876438356164385,60.33205479452055,532.3000000000001,532.3000000000001,0.0,659.0,8.043013698630137,20.863013698630137
Livermore,2017,1,72.01153846153846,51.52280219780221,60.99835164835165,588.6,588.6,0.0,738.0,8.259615384615385,21.36181318681319
Livermore,2018,1,72.24065934065933,50.75824175824176,60.527472527472526,373.9,373.9,0.0,546.0,8.102197802197802,20.74313186813187
Livingston,2014,0,80.31456043956044,55.619505494505496,67.47692307692307,376.6,376.6,0.0,439.0,8.678846153846154,19.107692307692307
Livingston,2015,1,77.7543956043956,54.190109890109895,65.53626373626373,238.7,238.7,0.0,296.0,8.012087912087912,17.294780219780222
Livingston,2016,0,77.15095890410959,54.347123287671245,65.40821917808219,529.0,529.0,0.0,607.0,8.692054794520546,18.64986301369863
Livingston,2017,0,77.63186813186813,54.97087912087912,65.94697802197803,542.9000000000001,542.9000000000001,0.0,690.0,8.831043956043956,19.11675824175824
Livingston,2018,0,78.00631868131867,54.119505494505496,65.63351648351647,444.4,444.4,0.0,507.0,8.626923076923076,18.5239010989011
Lodi,2014,1,76.25851648351647,52.651648351648355,63.57967032967033,573.3,573.3,0.0,594.0,7.816208791208792,18.186813186813186
Lodi,2015,1,74.82747252747252,51.52472527472528,62.38461538461539,364.9,364.9,0.0,388.0,7.696153846153846,17.526373626373626
Lodi,2016,0,73.32794520547944,51.41342465753425,61.77479452054796,756.4000000000001,756.4000000000001,0.0,779.0,8.153424657534247,18.303561643835614
Lodi,2017,0,73.64532967032967,52.04423076923077,62.22994505494505,839.6,839.6,0.0,883.0,8.67554945054945,19.302472527472528
Lodi,2018,1,74.27115384615385,51.00851648351648,61.85934065934066,596.3,596.3,0.0,656.0,7.882142857142857,17.63186813186813
Loma Linda,2014,1,79.4184065934066,54.39038461538462,66.29917582417583,333.2,332.9,0.21,386.0,6.614285714285716,18.57554945054945
Loma Linda,2015,1,78.10741758241758,53.43379120879121,65.2076923076923,268.9,268.9,0.0,513.0,6.604120879120881,18.049725274725276
Loma Linda,2016,1,77.8317808219178,53.577260273972605,65.04410958904108,383.6,383.6,0.0,513.0,6.685753424657533,18.4572602739726
Loma Linda,2017,1,78.44258241758241,54.535989010989006,65.94423076923077,380.79999999999995,380.79999999999995,0.0,500.0,6.642857142857143,18.053571428571427
Loma Linda,2018,1,78.27115384615385,54.309065934065934,65.52142857142859,328.1,328.1,0.0,426.0,6.673076923076923,18.27857142857143
Lomita,2014,1,74.30851648351648,56.949450549450546,65.12170329670329,218.3,218.3,0.0,263.0,10.526098901098901,19.59835164835165
Lomita,2015,1,74.06538461538463,56.815659340659344,65.06538461538463,128.0,128.0,0.0,260.0,10.701373626373629,19.640384615384615
Lomita,2016,3,72.88082191780822,56.28849315068494,64.0413698630137,220.89999999999998,220.89999999999998,0.0,325.0,10.967123287671233,19.89643835616438
Lomita,2017,3,73.20521978021978,56.72884615384616,64.35494505494505,240.60000000000002,240.60000000000002,0.0,323.0,10.721153846153847,19.380219780219782
Lomita,2018,3,72.77307692307691,56.51978021978022,64.00769230769231,231.2,231.2,0.0,318.0,10.601648351648352,19.318956043956046
Lompoc,2014,1,66.56428571428572,56.427472527472524,60.95989010989011,251.3,251.3,0.0,311.0,12.71346153846154,22.451373626373623
Lompoc,2015,1,66.71868131868132,56.743956043956054,61.317582417582415,117.79999999999998,117.79999999999998,0.0,239.0,12.474450549450552,21.884615384615387
Lompoc,2016,3,65.04575342465752,55.455068493150684,59.829315068493145,364.4,364.4,0.0,414.0,12.885479452054797,22.6
Lompoc,2017,3,65.1162087912088,55.510989010989015,59.9228021978022,454.70000000000005,454.70000000000005,0.0,557.0,13.019780219780221,22.448351648351647
Lompoc,2018,3,64.81840659340659,55.339010989010994,59.69313186813188,324.1,324.1,0.0,396.0,12.915934065934065,22.340384615384615
Long Beach,2014,1,75.11153846153846,57.25,65.60494505494505,218.3,218.3,0.0,263.0,10.526098901098901,19.59835164835165
Long Beach,2015,1,74.77362637362639,56.887362637362635,65.40467032967032,128.0,128.0,0.0,260.0,10.701373626373629,19.640384615384615
Long Beach,2016,3,73.61945205479452,56.44,64.42164383561644,220.89999999999998,220.89999999999998,0.0,325.0,10.967123287671233,19.89643835616438
Long Beach,2017,3,73.93131868131869,56.982417582417575,64.7934065934066,240.60000000000002,240.60000000000002,0.0,323.0,10.721153846153847,19.380219780219782
Long Beach,2018,3,73.51593406593408,56.8239010989011,64.46510989010989,231.2,231.2,0.0,318.0,10.601648351648352,19.318956043956046
Los Alamitos,2014,2,75.75906593406593,56.889010989011,65.65934065934066,227.10000000000002,227.10000000000002,0.0,268.0,9.34065934065934,19.432692307692307
Los Alamitos,2015,1,75.41043956043957,56.51263736263737,65.4412087912088,147.1,147.1,0.0,309.0,9.361813186813187,19.228571428571428
Los Alamitos,2016,3,74.21561643835616,56.115068493150694,64.47726027397259,229.3,229.3,0.0,353.0,9.493698630136986,19.26684931506849
Los Alamitos,2017,3,74.54697802197802,56.676373626373625,64.86840659340659,257.1,257.1,0.0,394.0,9.384065934065935,19.037362637362637
Los Alamitos,2018,3,74.13049450549451,56.517857142857146,64.53681318681319,239.5,239.5,0.0,334.0,9.33434065934066,18.953021978021976
Los Altos,2014,2,75.78021978021978,56.90934065934066,65.67829670329671,227.10000000000002,227.10000000000002,0.0,268.0,9.34065934065934,19.432692307692307
Los Altos,2015,1,75.43104395604396,56.532692307692315,65.46098901098902,147.1,147.1,0.0,309.0,9.361813186813187,19.228571428571428
Los Altos,2016,3,74.2331506849315,56.13369863013698,64.49479452054796,229.3,229.3,0.0,353.0,9.493698630136986,19.26684931506849
Los Altos,2017,3,74.56373626373626,56.698626373626375,64.8912087912088,257.1,257.1,0.0,394.0,9.384065934065935,19.037362637362637
Los Altos,2018,3,74.15521978021978,56.53983516483517,64.55576923076923,239.5,239.5,0.0,334.0,9.33434065934066,18.953021978021976
Los Angeles,2014,1,80.28269230769232,55.79010989010989,67.10906593406594,254.5,254.5,0.0,274.0,7.962087912087911,20.063186813186814
Los Angeles,2015,1,79.68681318681318,55.4760989010989,66.75082417582418,132.5,132.5,0.0,264.0,7.943956043956042,19.588186813186812
Los Angeles,2016,1,78.8558904109589,54.94794520547945,65.90383561643836,246.5,246.5,0.0,303.0,8.041917808219178,19.736164383561647
Los Angeles,2017,1,79.29697802197802,55.97005494505494,66.69835164835165,279.40000000000003,279.40000000000003,0.0,388.0,8.054945054945055,19.438736263736264
Los Angeles,2018,1,78.76236263736264,55.49313186813187,66.01263736263736,275.0,275.0,0.0,331.0,7.954945054945056,19.353846153846153
Los Banos,2014,0,80.31813186813186,54.93351648351647,66.98598901098902,278.2,278.2,0.0,347.0,7.389285714285713,17.921703296703296
Los Banos,2015,1,77.85384615384615,53.93351648351649,65.22554945054945,146.0,146.0,0.0,237.0,7.162912087912087,16.879945054945058
Los Banos,2016,0,77.68082191780823,53.872054794520544,65.23123287671233,380.69999999999993,380.69999999999993,0.0,482.0,7.534246575342466,18.089315068493153
Los Banos,2017,0,78.17994505494505,54.62032967032967,65.85686813186813,342.50000000000006,342.50000000000006,0.0,524.0,7.73021978021978,18.673351648351648
Los Banos,2018,0,78.65137362637363,53.88543956043955,65.59670329670331,274.9,274.9,0.0,408.0,7.5950549450549465,18.128571428571426
Loyalton,2014,0,63.50961538461539,40.775000000000006,51.55879120879121,353.4,268.7,61.74,682.0,7.478846153846154,24.38434065934066
Loyalton,2015,3,62.344230769230776,39.408516483516486,50.425824175824175,364.0,268.6,69.3,624.0,7.217032967032967,23.442857142857147
Loyalton,2016,0,61.02657534246575,39.266301369863015,49.79945205479453,495.5,381.59999999999997,84.69999999999999,838.0,7.857534246575343,25.645753424657535
Loyalton,2017,3,60.500824175824185,39.4065934065934,49.51868131868132,653.1,430.50000000000006,161.63000000000002,975.0,7.670054945054945,25.76181318681319
Loyalton,2018,0,61.819230769230764,38.982142857142854,50.09395604395605,381.5,251.3,94.85,693.0,7.351648351648351,24.048901098901098
Lynwood,2014,2,77.33296703296705,56.18818681318681,65.92197802197802,227.10000000000002,227.10000000000002,0.0,268.0,9.34065934065934,19.432692307692307
Lynwood,2015,1,76.83379120879121,55.68571428571428,65.60164835164835,147.1,147.1,0.0,309.0,9.361813186813187,19.228571428571428
Lynwood,2016,3,75.78356164383561,55.33123287671232,64.70438356164384,229.3,229.3,0.0,353.0,9.493698630136986,19.26684931506849
Lynwood,2017,3,76.20686813186813,56.01703296703297,65.23214285714286,257.1,257.1,0.0,394.0,9.384065934065935,19.037362637362637
Lynwood,2018,3,75.6760989010989,55.75906593406593,64.75934065934065,239.5,239.5,0.0,334.0,9.33434065934066,18.953021978021976
Madera,2014,0,80.89368131868133,55.33296703296703,67.90741758241758,307.70000000000005,307.70000000000005,0.0,345.0,8.666483516483517,18.58681318681319
Madera,2015,0,79.04917582417583,54.14780219780221,66.3021978021978,246.2,246.09999999999997,0.07,295.0,8.279395604395605,17.77802197802198
Madera,2016,0,78.35397260273972,54.20986301369864,66.10876712328768,496.09999999999997,496.09999999999997,0.0,469.0,8.585753424657534,18.437260273972605
Madera,2017,0,78.15521978021978,54.73269230769231,66.24835164835166,615.1999999999999,615.1999999999999,0.0,668.0,8.61868131868132,18.30989010989011
Madera,2018,0,79.07197802197803,54.12445054945056,66.36785714285715,492.99999999999994,492.99999999999994,0.0,473.0,8.482692307692309,18.134065934065934
Malibu,2014,1,75.52307692307691,58.95714285714286,66.61126373626374,255.79999999999995,255.79999999999995,0.0,255.0,9.058516483516485,20.128571428571426
Malibu,2015,1,75.55934065934065,59.14752747252747,66.74010989010989,110.8,110.8,0.0,236.0,9.129395604395604,19.838461538461537
Malibu,2016,1,74.32410958904109,58.35232876712328,65.65369863013699,250.3,250.3,0.0,278.0,9.392328767123287,20.162739726027397
Malibu,2017,1,74.57664835164836,58.837087912087924,66.04368131868132,274.0,274.0,0.0,350.0,9.187362637362638,19.713186813186812
Malibu,2018,1,74.28516483516485,58.43626373626373,65.63763736263736,265.0,265.0,0.0,316.0,9.046703296703297,19.67664835164835
Manhattan Beach,2014,1,76.42857142857143,56.36510989010989,65.73461538461538,218.3,218.3,0.0,263.0,10.526098901098901,19.59835164835165
Manhattan Beach,2015,1,76.07994505494506,56.19670329670329,65.62719780219781,128.0,128.0,0.0,260.0,10.701373626373629,19.640384615384615
Manhattan Beach,2016,3,75.01753424657535,55.582191780821915,64.60383561643836,220.89999999999998,220.89999999999998,0.0,325.0,10.967123287671233,19.89643835616438
Manhattan Beach,2017,3,75.4793956043956,56.21923076923077,65.15274725274725,240.60000000000002,240.60000000000002,0.0,323.0,10.721153846153847,19.380219780219782
Manhattan Beach,2018,3,74.86318681318681,55.910714285714285,64.6054945054945,231.2,231.2,0.0,318.0,10.601648351648352,19.318956043956046
Manteca,2014,1,77.22252747252747,53.357142857142854,64.57087912087911,392.5,392.5,0.0,467.0,8.021703296703297,18.662912087912087
Manteca,2015,1,75.45384615384614,51.979670329670334,63.0706043956044,244.70000000000002,244.70000000000002,0.0,287.0,7.586813186813187,17.480494505494505
Manteca,2016,0,74.11178082191782,51.95479452054794,62.56109589041097,558.4,558.4,0.0,625.0,8.056164383561644,18.176438356164383
Manteca,2017,0,74.57527472527472,52.73379120879122,63.22225274725275,555.6999999999999,555.6999999999999,0.0,697.0,8.35521978021978,18.866483516483516
Manteca,2018,0,75.19203296703296,51.889285714285705,62.9054945054945,403.3,403.3,0.0,532.0,8.096153846153847,18.30521978021978
Maricopa,2014,0,79.2653846153846,59.15137362637362,68.91126373626373,117.70000000000002,117.70000000000002,0.0,196.0,6.186538461538462,15.73598901098901
Maricopa,2015,1,77.39065934065933,58.025,67.38901098901098,130.4,130.4,0.0,262.0,6.01620879120879,15.538186813186812
Maricopa,2016,0,76.8882191780822,57.674794520547955,66.96712328767123,222.79999999999995,222.5,0.21,373.0,6.215068493150686,15.81287671232877
Maricopa,2017,0,77.0260989010989,58.16456043956045,67.2826923076923,260.40000000000003,260.40000000000003,0.0,434.0,6.275824175824176,15.697527472527472
Maricopa,2018,0,77.5293956043956,58.52362637362637,67.73846153846155,170.79999999999998,170.79999999999998,0.0,318.0,6.167857142857144,15.387087912087914
Marina,2014,3,66.73681318681318,51.71016483516483,58.48076923076923,627.2,627.2,0.0,702.0,11.39532967032967,17.689835164835163
Marina,2015,1,66.47335164835165,51.29972527472528,58.20686813186814,320.50000000000006,320.50000000000006,0.0,344.0,11.498626373626374,17.44478021978022
Marina,2016,3,65.01178082191781,50.856712328767124,57.37397260273973,843.3,843.3,0.0,822.0,11.959452054794523,17.986301369863014
Marina,2017,1,65.82115384615383,50.74532967032967,57.6728021978022,1010.8,1010.8,0.0,856.0,12.46510989010989,18.711263736263735
Marina,2018,3,65.14725274725275,50.31510989010988,57.10274725274726,536.8,536.8,0.0,621.0,12.060164835164837,17.6793956043956
Martinez,2014,3,73.98708791208792,52.50521978021978,61.8282967032967,542.2,542.2,0.0,592.0,9.176648351648351,21.64917582417582
Martinez,2015,3,72.57197802197803,51.81236263736264,60.89093406593406,249.59999999999997,249.59999999999997,0.0,314.0,9.143406593406594,20.91346153846154
Martinez,2016,3,71.20082191780821,51.31041095890411,60.09205479452054,594.3999999999999,594.3999999999999,0.0,725.0,9.375616438356165,21.648219178082194
Martinez,2017,3,72.10274725274725,51.56126373626375,60.66401098901099,693.3000000000001,693.3000000000001,0.0,750.0,9.642857142857144,22.206043956043956
Martinez,2018,3,72.47335164835165,51.027197802197804,60.35384615384615,392.4,392.4,0.0,518.0,9.311538461538461,21.50741758241758
Marysville,2014,1,77.96703296703296,54.110989010989016,65.63021978021979,574.0,574.0,0.0,654.0,8.44065934065934,19.020054945054945
Marysville,2015,1,77.0,53.14972527472528,64.65851648351648,289.6,289.6,0.0,333.0,8.431593406593406,18.394505494505495
Marysville,2016,0,75.32,53.007397260273976,63.986301369863014,698.5,698.5,0.0,820.0,8.807671232876713,19.503561643835617
Marysville,2017,0,75.8239010989011,53.717032967032964,64.50604395604395,701.4000000000001,701.4000000000001,0.0,784.0,9.356593406593406,20.422527472527477
Marysville,2018,0,76.88351648351649,52.81813186813188,64.5260989010989,481.2,481.2,0.0,577.0,8.762362637362637,19.411813186813188
Maywood,2014,1,78.2076923076923,55.657967032967036,66.07994505494506,254.5,254.5,0.0,274.0,7.962087912087911,20.063186813186814
Maywood,2015,1,77.6456043956044,55.18763736263737,65.71071428571429,132.5,132.5,0.0,264.0,7.943956043956042,19.588186813186812
Maywood,2016,1,76.7186301369863,54.84301369863013,64.86739726027398,246.5,246.5,0.0,303.0,8.041917808219178,19.736164383561647
Maywood,2017,1,77.19313186813187,55.58873626373627,65.53901098901098,279.40000000000003,279.40000000000003,0.0,388.0,8.054945054945055,19.438736263736264
Maywood,2018,1,76.62335164835166,55.253296703296705,64.93681318681318,275.0,275.0,0.0,331.0,7.954945054945056,19.353846153846153
McFarland,2014,0,82.75494505494505,57.932417582417585,70.27335164835165,171.3,171.3,0.0,261.0,7.018131868131868,16.91840659340659
McFarland,2015,1,80.54423076923077,57.39175824175824,68.68351648351648,195.5,195.5,0.0,359.0,6.633241758241758,15.77967032967033
McFarland,2016,0,80.07095890410959,57.29534246575342,68.49205479452054,263.6,263.6,0.0,410.0,6.846575342465753,16.15068493150685
McFarland,2017,0,79.5532967032967,57.5739010989011,68.37554945054946,307.8,307.8,0.0,534.0,6.99423076923077,16.115384615384617
McFarland,2018,0,80.65274725274725,57.873901098901094,68.9532967032967,264.3,264.3,0.0,373.0,6.760164835164835,15.941483516483519
Mendota,2014,0,80.92197802197802,56.3989010989011,68.1543956043956,265.6,265.6,0.0,332.0,8.44065934065934,17.83269230769231
Mendota,2015,0,79.15384615384616,55.37967032967033,66.67335164835164,202.39999999999998,202.29999999999998,0.07,294.0,8.037087912087912,17.37912087912088
Mendota,2016,0,78.68027397260273,55.43835616438356,66.55972602739725,442.8,442.8,0.0,502.0,8.458082191780822,18.224931506849316
Mendota,2017,0,79.03379120879121,56.28186813186814,67.17087912087912,491.59999999999997,491.59999999999997,0.0,659.0,8.511813186813187,18.451373626373623
Mendota,2018,0,79.68516483516483,55.56043956043956,67.07774725274726,383.79999999999995,383.79999999999995,0.0,464.0,8.364010989010989,18.1532967032967
Menifee,2014,1,78.63461538461537,53.97747252747253,65.55934065934065,334.0,333.20000000000005,0.56,419.0,7.415934065934065,18.584065934065936
Menifee,2015,1,77.23104395604395,53.11648351648352,64.47005494505494,291.6,291.6,0.0,597.0,7.335989010989011,18.068131868131868
Menifee,2016,0,77.09260273972603,53.27506849315069,64.41780821917808,385.5,385.5,0.0,551.0,7.470958904109589,18.454246575342466
Menifee,2017,1,77.54313186813187,53.94505494505494,65.10192307692307,357.1,357.1,0.0,507.0,7.339560439560439,17.928846153846155
Menifee,2018,1,77.66510989010989,53.83269230769231,64.90164835164835,295.6,295.6,0.0,441.0,7.454670329670329,18.196153846153845
Menlo Park,2014,3,69.42554945054945,53.32197802197803,60.05357142857143,504.29999999999995,504.29999999999995,0.0,637.0,7.904395604395604,21.122252747252748
Menlo Park,2015,3,68.7467032967033,52.95439560439561,59.64862637362637,282.20000000000005,282.20000000000005,0.0,354.0,7.713186813186813,20.365109890109892
Menlo Park,2016,3,67.06383561643837,52.22657534246576,58.588767123287674,583.9,583.9,0.0,689.0,8.27095890410959,21.4827397260274
Menlo Park,2017,3,68.25934065934067,52.315934065934066,59.06813186813188,726.8,726.8,0.0,820.0,8.643131868131867,22.236538461538462
Menlo Park,2018,3,67.45906593406593,51.75824175824176,58.34972527472527,414.7,414.7,0.0,572.0,8.118131868131869,20.70357142857143
Merced,2014,0,80.53269230769232,55.722802197802196,67.76620879120878,321.3,321.3,0.0,397.0,8.452197802197801,18.349175824175823
Merced,2015,1,78.00274725274726,54.156043956043945,65.77747252747253,246.4,246.4,0.0,333.0,7.837637362637363,17.01208791208791
Merced,2016,0,77.46739726027398,54.40383561643835,65.7304109589041,499.4,499.4,0.0,560.0,8.491506849315067,18.331780821917807
Merced,2017,0,77.75412087912088,54.98049450549451,66.11373626373627,536.0,536.0,0.0,708.0,8.601373626373626,18.740384615384617
Merced,2018,0,78.22362637362637,54.09038461538462,65.8521978021978,433.90000000000003,433.90000000000003,0.0,496.0,8.400549450549452,18.124175824175822
Mill Valley,2014,3,66.99038461538461,51.70494505494505,58.56620879120879,616.7,616.7,0.0,661.0,10.451373626373627,21.13818681318681
Mill Valley,2015,3,66.25467032967033,51.1771978021978,57.990934065934056,270.5,270.5,0.0,321.0,10.336813186813187,20.463461538461537
Mill Valley,2016,3,64.95342465753424,50.580000000000005,57.167397260273965,670.0999999999999,670.0999999999999,0.0,786.0,10.912602739726028,21.507397260273976
Mill Valley,2017,3,65.99725274725274,50.595604395604404,57.56620879120879,764.4999999999999,764.4999999999999,0.0,805.0,11.300824175824175,22.187362637362636
Mill Valley,2018,3,65.74505494505493,50.17857142857143,57.137637362637356,434.5,434.5,0.0,563.0,10.809890109890109,21.23489010989011
Millbrae,2014,3,66.83901098901099,53.63324175824176,59.295879120879114,480.4,480.4,0.0,602.0,9.434615384615384,22.633791208791205
Millbrae,2015,3,66.30164835164835,53.3771978021978,58.92912087912088,239.20000000000002,239.20000000000002,0.0,324.0,9.361538461538462,21.811263736263736
Millbrae,2016,3,64.7372602739726,52.71369863013699,57.95972602739726,553.5,553.5,0.0,707.0,9.71178082191781,22.79041095890411
Millbrae,2017,3,65.56868131868131,52.54093406593407,58.11428571428571,654.1,654.1,0.0,769.0,10.1,23.458241758241755
Millbrae,2018,3,65.01373626373626,52.16565934065934,57.63324175824176,378.0,378.0,0.0,569.0,9.618406593406593,22.417857142857144
Milpitas,2014,3,73.97857142857143,54.325824175824174,62.847527472527474,480.4,480.4,0.0,602.0,9.434615384615384,22.633791208791205
Milpitas,2015,3,72.6478021978022,53.60247252747253,61.93928571428572,239.20000000000002,239.20000000000002,0.0,324.0,9.361538461538462,21.811263736263736
Milpitas,2016,3,71.07589041095892,52.996438356164376,60.986027397260266,553.5,553.5,0.0,707.0,9.71178082191781,22.79041095890411
Milpitas,2017,3,72.46153846153845,53.36126373626374,61.83516483516483,654.1,654.1,0.0,769.0,10.1,23.458241758241755
Milpitas,2018,3,71.99532967032967,52.61483516483516,61.10549450549451,378.0,378.0,0.0,569.0,9.618406593406593,22.417857142857144
Mission Viejo,2014,1,74.50604395604395,57.43076923076923,65.01923076923077,209.5,209.5,0.0,253.0,9.009065934065935,18.325
Mission Viejo,2015,1,73.84423076923076,57.06978021978021,64.67664835164835,160.2,160.2,0.0,352.0,9.184890109890109,18.28076923076923
Mission Viejo,2016,3,72.86191780821918,56.60602739726028,63.85041095890411,254.7,254.7,0.0,367.0,9.25095890410959,18.433972602739725
Mission Viejo,2017,3,73.4401098901099,57.212362637362645,64.42829670329671,272.29999999999995,272.29999999999995,0.0,399.0,9.034065934065934,17.937912087912085
Mission Viejo,2018,3,73.06895604395604,57.07967032967033,64.1129120879121,241.5,241.5,0.0,321.0,9.099450549450548,18.062637362637364
Modesto,2014,1,78.82472527472527,54.613461538461536,66.1837912087912,452.1,452.1,0.0,474.0,8.833516483516483,19.187912087912085
Modesto,2015,1,76.7173076923077,53.362637362637365,64.51648351648352,278.6,278.6,0.0,294.0,8.28956043956044,17.755219780219782
Modesto,2016,0,75.73068493150686,53.39013698630137,64.20082191780821,622.1,622.1,0.0,612.0,8.84027397260274,18.875342465753423
Modesto,2017,0,76.30631868131869,54.10467032967033,64.8596153846154,614.9000000000001,614.9000000000001,0.0,717.0,9.207692307692309,19.615934065934066
Modesto,2018,0,76.67197802197802,53.13516483516484,64.50906593406594,482.40000000000003,482.40000000000003,0.0,517.0,8.743681318681318,18.51401098901099
Monrovia,2014,1,79.85741758241758,55.60549450549451,66.88104395604395,254.5,254.5,0.0,274.0,7.962087912087911,20.063186813186814
Monrovia,2015,1,79.09203296703296,55.03104395604395,66.30741758241759,132.5,132.5,0.0,264.0,7.943956043956042,19.588186813186812
Monrovia,2016,1,78.28301369863013,54.61726027397261,65.5254794520548,246.5,246.5,0.0,303.0,8.041917808219178,19.736164383561647
Monrovia,2017,1,78.74230769230769,55.662362637362634,66.33736263736265,279.40000000000003,279.40000000000003,0.0,388.0,8.054945054945055,19.438736263736264
Monrovia,2018,1,78.31675824175825,55.175824175824175,65.71565934065934,275.0,275.0,0.0,331.0,7.954945054945056,19.353846153846153
Montague,2014,1,67.42939560439561,45.5945054945055,56.06263736263736,664.2,646.5,13.02,1032.0,6.738186813186814,21.768406593406596
Montague,2015,1,67.17802197802197,45.37747252747252,55.861538461538466,557.8,447.4,80.08,938.0,6.05521978021978,19.446703296703298
Montague,2016,1,65.11342465753422,44.704109589041096,54.550410958904116,893.7,816.5,56.7,1239.0,6.626027397260274,21.485753424657535
Montague,2017,0,64.67939560439561,43.746153846153845,53.81263736263737,793.5999999999999,619.9,126.56,1364.0,6.599450549450549,21.325
Montague,2018,0,65.66620879120879,44.02774725274725,54.37527472527472,559.3,466.20000000000005,68.88,942.0,6.351648351648351,19.73681318681319
Montclair,2014,1,79.29285714285714,55.59285714285715,66.55576923076923,333.2,332.9,0.21,386.0,6.614285714285716,18.57554945054945
Montclair,2015,1,78.0771978021978,54.82527472527473,65.59945054945055,268.9,268.9,0.0,513.0,6.604120879120881,18.049725274725276
Montclair,2016,1,77.59643835616438,54.58849315068494,65.16520547945206,383.6,383.6,0.0,513.0,6.685753424657533,18.4572602739726
Montclair,2017,1,78.07445054945055,55.5348901098901,65.92582417582418,380.79999999999995,380.79999999999995,0.0,500.0,6.642857142857143,18.053571428571427
Montclair,2018,1,77.83021978021978,55.17115384615384,65.45851648351649,328.1,328.1,0.0,426.0,6.673076923076923,18.27857142857143
Monte Sereno,2014,1,71.68873626373626,52.1945054945055,60.597802197802196,539.3,539.3,0.0,631.0,6.83901098901099,20.896978021978022
Monte Sereno,2015,1,70.77252747252747,51.67087912087912,59.971703296703296,350.4,350.4,0.0,366.0,6.720879120879121,19.78818681318681
Monte Sereno,2016,1,68.7745205479452,50.9013698630137,58.74986301369863,747.4,747.4,0.0,723.0,7.154520547945205,20.795616438356163
Monte Sereno,2017,1,70.34917582417582,51.15934065934066,59.581043956043956,961.5000000000001,961.5000000000001,0.0,873.0,7.443956043956045,21.650274725274727
Monte Sereno,2018,3,69.77170329670331,50.49697802197802,58.83214285714286,484.80000000000007,484.80000000000007,0.0,579.0,7.105769230769231,20.312912087912085
Montebello,2014,2,78.84038461538461,55.78186813186813,66.36758241758241,227.10000000000002,227.10000000000002,0.0,268.0,9.34065934065934,19.432692307692307
Montebello,2015,1,78.18351648351648,55.20302197802198,65.87719780219781,147.1,147.1,0.0,309.0,9.361813186813187,19.228571428571428
Montebello,2016,3,77.27917808219179,54.929863013698636,65.10301369863015,229.3,229.3,0.0,353.0,9.493698630136986,19.26684931506849
Montebello,2017,3,77.71565934065934,55.68736263736263,65.75357142857143,257.1,257.1,0.0,394.0,9.384065934065935,19.037362637362637
Montebello,2018,3,77.21923076923076,55.348076923076924,65.19010989010988,239.5,239.5,0.0,334.0,9.33434065934066,18.953021978021976
Monterey,2014,1,63.02197802197802,53.418681318681315,58.21016483516483,456.3,456.3,0.0,543.0,8.108516483516484,18.907967032967033
Monterey,2015,3,62.91126373626373,53.261263736263736,58.05714285714286,243.40000000000003,243.40000000000003,0.0,329.0,8.230494505494505,18.744505494505493
Monterey,2016,3,61.667671232876714,52.82136986301369,57.18493150684932,520.4,520.4,0.0,650.0,8.496438356164383,18.95013698630137
Monterey,2017,1,62.02912087912088,52.68049450549451,57.26071428571429,597.4999999999999,597.4999999999999,0.0,749.0,8.651648351648353,19.449725274725274
Monterey,2018,3,61.46373626373626,52.29642857142858,56.81868131868132,398.70000000000005,398.70000000000005,0.0,549.0,8.481318681318681,18.706043956043956
Monterey Park,2014,1,80.35714285714286,56.08214285714286,67.27087912087912,254.5,254.5,0.0,274.0,7.962087912087911,20.063186813186814
Monterey Park,2015,1,79.65796703296704,55.660989010989006,66.80412087912089,132.5,132.5,0.0,264.0,7.943956043956042,19.588186813186812
Monterey Park,2016,1,78.85123287671232,55.13643835616438,65.98328767123289,246.5,246.5,0.0,303.0,8.041917808219178,19.736164383561647
Monterey Park,2017,1,79.30521978021977,56.18351648351647,66.77445054945055,279.40000000000003,279.40000000000003,0.0,388.0,8.054945054945055,19.438736263736264
Monterey Park,2018,1,78.81703296703297,55.690934065934066,66.125,275.0,275.0,0.0,331.0,7.954945054945056,19.353846153846153
Moorpark,2014,1,79.22499999999998,55.15741758241758,66.28324175824176,254.5,254.5,0.0,274.0,7.962087912087911,20.063186813186814
